submission,agent_type,model,instance_id,total_actions,bash_commands,test_executions,file_edits,file_reads,resolved
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,pydata__xarray-2905,50,11,6,13,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,sphinx-doc__sphinx-7590,40,10,2,9,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,matplotlib__matplotlib-26342,36,8,3,8,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-15572,16,3,2,4,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-16661,70,13,10,20,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-16642,44,11,7,10,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,pytest-dev__pytest-7324,30,4,2,10,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,astropy__astropy-13579,50,10,9,13,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,astropy__astropy-14096,32,7,5,7,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,sphinx-doc__sphinx-9258,30,7,3,7,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,scikit-learn__scikit-learn-14629,22,4,2,5,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,matplotlib__matplotlib-25960,44,9,3,11,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,sympy__sympy-20801,44,7,3,13,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,pytest-dev__pytest-7982,42,10,5,9,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,matplotlib__matplotlib-26208,200,46,22,53,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,psf__requests-2317,20,4,2,5,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,sphinx-doc__sphinx-10449,24,6,2,4,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-11138,40,8,4,10,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-14771,108,34,0,19,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-15851,20,5,2,3,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,sphinx-doc__sphinx-8551,36,9,3,7,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,scikit-learn__scikit-learn-25973,38,8,6,9,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-16801,32,8,4,7,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-16032,78,16,9,21,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,sphinx-doc__sphinx-8475,18,3,2,5,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-16145,30,8,4,6,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-15499,22,4,1,5,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-12965,200,52,29,47,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,sympy__sympy-12481,30,6,3,7,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,pytest-dev__pytest-5840,48,6,2,16,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-13820,20,5,2,4,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-11119,72,15,10,19,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,astropy__astropy-14539,36,8,6,9,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,sympy__sympy-16886,18,4,2,4,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,matplotlib__matplotlib-22871,26,5,3,6,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-13028,34,7,5,9,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-14631,200,38,35,61,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,pydata__xarray-4075,28,5,4,7,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-16082,26,5,3,6,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-12406,90,17,11,26,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-12276,24,5,2,6,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,sympy__sympy-15599,58,13,12,14,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-13551,44,10,8,10,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-14315,22,5,2,5,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,sympy__sympy-19040,200,35,20,64,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-14053,26,7,3,4,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,pallets__flask-5014,24,6,4,5,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,sphinx-doc__sphinx-9698,44,11,3,10,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,pytest-dev__pytest-7236,86,20,16,21,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-13810,34,8,6,8,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-15987,28,7,3,5,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,sympy__sympy-16792,40,12,6,7,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-15561,66,14,10,18,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-14792,24,6,4,5,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,scikit-learn__scikit-learn-13439,24,6,4,5,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,pydata__xarray-7229,86,16,12,25,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,matplotlib__matplotlib-22865,38,10,4,7,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-15368,20,5,2,4,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,sympy__sympy-12419,70,14,11,19,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,sympy__sympy-22456,24,5,3,5,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,pydata__xarray-6992,18,4,2,4,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,sympy__sympy-21596,38,9,4,8,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-7530,200,30,23,69,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-11239,28,5,2,7,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,sphinx-doc__sphinx-7440,30,7,3,6,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,pydata__xarray-3305,50,8,3,15,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,pydata__xarray-4356,28,6,5,7,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,astropy__astropy-14508,26,6,3,6,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,scikit-learn__scikit-learn-26323,20,5,2,3,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,pytest-dev__pytest-10081,28,5,5,7,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-15916,30,6,4,7,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,matplotlib__matplotlib-26466,40,10,3,8,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-15629,90,23,9,19,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-11292,30,7,4,7,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-10554,200,47,45,52,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-16136,24,4,1,6,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-11179,26,5,4,7,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-12304,80,17,14,22,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,sympy__sympy-13757,38,7,2,10,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,astropy__astropy-14309,46,10,5,11,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,psf__requests-1724,76,13,7,23,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,sympy__sympy-21379,70,15,6,19,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-13343,52,14,8,10,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,matplotlib__matplotlib-24637,48,11,4,11,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,sympy__sympy-14248,200,28,18,71,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,sympy__sympy-15345,32,7,4,7,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,matplotlib__matplotlib-26291,38,11,5,7,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-12325,60,14,7,14,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-13410,14,3,2,3,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-15037,56,19,6,7,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-13109,40,7,5,12,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,matplotlib__matplotlib-24570,28,7,2,5,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,pytest-dev__pytest-10356,60,14,14,14,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,scikit-learn__scikit-learn-12973,22,4,2,5,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,pylint-dev__pylint-8898,50,12,0,11,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,pytest-dev__pytest-7432,18,5,5,3,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,sympy__sympy-12489,108,18,7,34,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,scikit-learn__scikit-learn-13124,20,4,2,4,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-10880,46,10,7,11,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-14534,34,9,5,7,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-11603,42,8,7,11,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,sympy__sympy-24443,26,6,4,5,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,matplotlib__matplotlib-20488,82,19,9,21,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,pydata__xarray-7393,200,41,19,58,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-11555,74,16,7,20,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-17084,122,29,20,30,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,matplotlib__matplotlib-25332,40,9,3,9,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,pylint-dev__pylint-6386,44,12,6,9,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-15277,28,7,2,6,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-16899,48,9,6,14,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-13590,24,5,3,5,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,sympy__sympy-13615,44,10,5,10,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,sympy__sympy-23950,24,5,4,5,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,sympy__sympy-11618,22,5,3,5,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-15278,56,13,10,14,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-15098,48,8,5,14,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,sympy__sympy-13798,26,5,3,6,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,sympy__sympy-14711,42,9,6,10,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-16333,52,11,9,14,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,sympy__sympy-19637,28,6,4,7,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,sphinx-doc__sphinx-8595,44,7,5,13,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-14170,48,12,5,11,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,pytest-dev__pytest-5631,36,9,8,7,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-15569,14,3,2,3,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-13033,104,19,13,31,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,sympy__sympy-24661,42,6,3,13,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,pydata__xarray-6721,40,9,2,9,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-13809,56,11,6,16,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-17029,22,6,3,4,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-13195,28,7,3,5,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,astropy__astropy-14369,50,11,10,12,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,sympy__sympy-15017,34,5,4,10,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-12708,48,10,6,12,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-16263,136,33,24,33,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,sympy__sympy-15976,32,7,3,7,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,scikit-learn__scikit-learn-13328,16,3,2,3,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,astropy__astropy-7606,26,5,3,6,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,sphinx-doc__sphinx-11445,200,59,24,40,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-15380,200,36,32,63,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-15554,172,24,11,60,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-16819,36,8,3,8,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,scikit-learn__scikit-learn-25102,32,4,3,10,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,sympy__sympy-21847,30,7,4,6,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-15973,76,12,6,24,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,sphinx-doc__sphinx-7462,36,8,4,9,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,pylint-dev__pylint-4551,84,24,0,16,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,pytest-dev__pytest-7205,20,3,3,5,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-16612,52,12,9,13,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,sympy__sympy-17318,34,7,3,8,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-11451,36,8,5,8,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,sympy__sympy-13480,24,5,3,5,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,sphinx-doc__sphinx-9320,24,4,2,7,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-15741,32,7,4,7,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-14017,124,21,19,39,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-13344,108,17,14,35,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,pydata__xarray-3677,26,6,3,6,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,pylint-dev__pylint-6903,26,6,2,5,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-16901,22,6,3,4,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-14999,44,11,7,10,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,sphinx-doc__sphinx-8548,176,33,1,54,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,sphinx-doc__sphinx-7748,80,16,2,22,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,sphinx-doc__sphinx-11510,54,15,0,11,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-11740,66,16,7,16,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,pydata__xarray-3095,200,42,14,57,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-12050,32,6,2,8,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,astropy__astropy-12907,20,4,3,4,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,scikit-learn__scikit-learn-15100,24,6,3,5,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,scikit-learn__scikit-learn-11310,38,7,3,10,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-16527,40,8,7,11,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,sphinx-doc__sphinx-10466,16,3,2,3,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-14351,120,21,13,37,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-16315,38,12,5,6,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,sympy__sympy-17630,24,5,3,5,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-15128,172,37,29,47,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-13513,22,6,2,4,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,sphinx-doc__sphinx-9673,52,12,0,13,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,sympy__sympy-13974,44,7,6,13,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,sphinx-doc__sphinx-8035,76,15,0,21,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,pytest-dev__pytest-7521,32,7,4,8,0,True
verified_20241029_OpenHands-CodeAct-2.1-sonnet-20241022,openhands,CodeAct-2.1-sonnet-20241022,django__django-13112,88,17,11,25,0,True
