agent_type,model,dataset,instance_id,bash_commands,test_executions,file_edits,num_turns
OpenHands,claude-4-sonnet,verified,django__django-14559,25,15,17,94
OpenHands,claude-4-sonnet,verified,django__django-12754,58,36,54,232
OpenHands,claude-4-sonnet,verified,django__django-12193,25,17,17,92
OpenHands,claude-4-sonnet,verified,sympy__sympy-16450,35,8,17,110
OpenHands,claude-4-sonnet,verified,sympy__sympy-18211,35,9,28,136
OpenHands,claude-4-sonnet,verified,django__django-14140,33,21,20,114
OpenHands,claude-4-sonnet,verified,django__django-14493,20,14,17,82
OpenHands,claude-4-sonnet,verified,sphinx-doc__sphinx-8120,37,21,22,128
OpenHands,claude-4-sonnet,verified,sympy__sympy-23262,29,5,14,94
OpenHands,claude-4-sonnet,verified,django__django-11848,17,12,16,74
OpenHands,claude-4-sonnet,verified,django__django-13569,53,33,37,188
OpenHands,claude-4-sonnet,verified,django__django-11820,48,26,28,160
OpenHands,claude-4-sonnet,verified,django__django-12713,46,26,40,180
OpenHands,claude-4-sonnet,verified,django__django-13964,39,25,32,150
OpenHands,claude-4-sonnet,verified,django__django-13449,29,13,25,116
OpenHands,claude-4-sonnet,verified,mwaskom__seaborn-3069,36,13,24,126
OpenHands,claude-4-sonnet,verified,django__django-12125,44,27,29,152
OpenHands,claude-4-sonnet,verified,django__django-11728,29,24,25,120
OpenHands,claude-4-sonnet,verified,pytest-dev__pytest-7490,36,36,29,136
OpenHands,claude-4-sonnet,verified,sphinx-doc__sphinx-9602,75,48,68,294
OpenHands,claude-4-sonnet,verified,django__django-15731,22,13,15,80
OpenHands,claude-4-sonnet,verified,sympy__sympy-14531,57,9,29,180
OpenHands,claude-4-sonnet,verified,django__django-11999,47,32,46,194
OpenHands,claude-4-sonnet,verified,django__django-16950,37,18,30,140
OpenHands,claude-4-sonnet,verified,sphinx-doc__sphinx-9230,37,22,27,134
OpenHands,claude-4-sonnet,verified,sympy__sympy-13852,40,8,21,128
OpenHands,claude-4-sonnet,verified,scikit-learn__scikit-learn-9288,36,22,33,148
OpenHands,claude-4-sonnet,verified,pydata__xarray-2905,44,22,31,156
OpenHands,claude-4-sonnet,verified,sphinx-doc__sphinx-7590,23,15,29,110
OpenHands,claude-4-sonnet,verified,matplotlib__matplotlib-26342,43,15,23,138
OpenHands,claude-4-sonnet,verified,django__django-15572,33,21,20,110
OpenHands,claude-4-sonnet,verified,django__django-16661,37,26,34,150
OpenHands,claude-4-sonnet,verified,django__django-16642,25,14,14,84
OpenHands,claude-4-sonnet,verified,pytest-dev__pytest-7324,35,34,31,144
OpenHands,claude-4-sonnet,verified,astropy__astropy-13579,21,16,26,102
OpenHands,claude-4-sonnet,verified,astropy__astropy-14096,27,17,20,100
OpenHands,claude-4-sonnet,verified,sphinx-doc__sphinx-9258,51,25,41,190
OpenHands,claude-4-sonnet,verified,scikit-learn__scikit-learn-14629,44,18,26,146
OpenHands,claude-4-sonnet,verified,matplotlib__matplotlib-25960,42,25,41,174
OpenHands,claude-4-sonnet,verified,sympy__sympy-20801,47,8,25,150
OpenHands,claude-4-sonnet,verified,pytest-dev__pytest-7982,58,50,14,152
OpenHands,claude-4-sonnet,verified,matplotlib__matplotlib-26208,70,36,73,294
OpenHands,claude-4-sonnet,verified,psf__requests-2317,33,15,22,118
OpenHands,claude-4-sonnet,verified,sphinx-doc__sphinx-10449,38,22,30,142
OpenHands,claude-4-sonnet,verified,django__django-11138,50,24,30,168
OpenHands,claude-4-sonnet,verified,django__django-14771,51,25,30,168
OpenHands,claude-4-sonnet,verified,django__django-15851,23,7,13,78
OpenHands,claude-4-sonnet,verified,sphinx-doc__sphinx-8551,79,44,76,316
OpenHands,claude-4-sonnet,verified,scikit-learn__scikit-learn-25973,25,11,40,136
OpenHands,claude-4-sonnet,verified,django__django-16801,23,17,21,98
OpenHands,claude-4-sonnet,verified,django__django-16032,53,20,32,176
OpenHands,claude-4-sonnet,verified,sphinx-doc__sphinx-8475,20,9,18,82
OpenHands,claude-4-sonnet,verified,django__django-16145,33,18,24,122
OpenHands,claude-4-sonnet,verified,django__django-15499,45,27,40,178
OpenHands,claude-4-sonnet,verified,django__django-12965,37,22,37,158
OpenHands,claude-4-sonnet,verified,sympy__sympy-12481,28,6,18,102
OpenHands,claude-4-sonnet,verified,pytest-dev__pytest-5840,38,38,18,120
OpenHands,claude-4-sonnet,verified,django__django-13820,27,15,17,96
OpenHands,claude-4-sonnet,verified,django__django-11119,49,27,34,174
OpenHands,claude-4-sonnet,verified,astropy__astropy-14539,22,11,17,84
OpenHands,claude-4-sonnet,verified,sympy__sympy-16886,16,6,12,64
OpenHands,claude-4-sonnet,verified,matplotlib__matplotlib-22871,48,30,39,180
OpenHands,claude-4-sonnet,verified,django__django-13028,24,15,23,102
OpenHands,claude-4-sonnet,verified,django__django-14631,34,20,22,122
OpenHands,claude-4-sonnet,verified,pydata__xarray-4075,19,11,19,84
OpenHands,claude-4-sonnet,verified,django__django-16082,26,15,25,106
OpenHands,claude-4-sonnet,verified,django__django-12406,30,14,27,120
OpenHands,claude-4-sonnet,verified,django__django-12276,38,23,28,140
OpenHands,claude-4-sonnet,verified,sympy__sympy-15599,48,8,31,166
OpenHands,claude-4-sonnet,verified,django__django-13551,38,24,22,132
OpenHands,claude-4-sonnet,verified,django__django-14315,43,18,32,160
OpenHands,claude-4-sonnet,verified,sympy__sympy-19040,56,15,39,196
OpenHands,claude-4-sonnet,verified,django__django-14053,21,10,19,88
OpenHands,claude-4-sonnet,verified,pallets__flask-5014,32,12,12,96
OpenHands,claude-4-sonnet,verified,sphinx-doc__sphinx-9698,28,14,22,108
OpenHands,claude-4-sonnet,verified,pytest-dev__pytest-7236,67,67,33,208
OpenHands,claude-4-sonnet,verified,django__django-13810,39,25,36,158
OpenHands,claude-4-sonnet,verified,django__django-15987,29,21,19,106
OpenHands,claude-4-sonnet,verified,sympy__sympy-16792,117,45,91,424
OpenHands,claude-4-sonnet,verified,django__django-15561,27,12,19,96
OpenHands,claude-4-sonnet,verified,django__django-14792,39,25,25,136
OpenHands,claude-4-sonnet,verified,scikit-learn__scikit-learn-13439,25,11,15,88
OpenHands,claude-4-sonnet,verified,pydata__xarray-7229,47,20,28,156
OpenHands,claude-4-sonnet,verified,matplotlib__matplotlib-22865,45,28,46,188
OpenHands,claude-4-sonnet,verified,django__django-15368,39,23,31,146
OpenHands,claude-4-sonnet,verified,sympy__sympy-12419,51,18,37,182
OpenHands,claude-4-sonnet,verified,sympy__sympy-22456,84,23,68,312
OpenHands,claude-4-sonnet,verified,pydata__xarray-6992,22,12,11,74
OpenHands,claude-4-sonnet,verified,sympy__sympy-21596,33,6,16,104
OpenHands,claude-4-sonnet,verified,django__django-7530,48,17,30,162
OpenHands,claude-4-sonnet,verified,django__django-11239,47,22,38,176
OpenHands,claude-4-sonnet,verified,sphinx-doc__sphinx-7440,59,25,30,190
OpenHands,claude-4-sonnet,verified,pydata__xarray-3305,23,10,20,92
OpenHands,claude-4-sonnet,verified,pydata__xarray-4356,32,18,26,122
OpenHands,claude-4-sonnet,verified,astropy__astropy-14508,34,18,32,140
OpenHands,claude-4-sonnet,verified,scikit-learn__scikit-learn-26323,24,12,23,102
OpenHands,claude-4-sonnet,verified,pytest-dev__pytest-10081,121,121,67,384
OpenHands,claude-4-sonnet,verified,django__django-15916,43,28,41,176
OpenHands,claude-4-sonnet,verified,matplotlib__matplotlib-26466,41,22,29,146
OpenHands,claude-4-sonnet,verified,django__django-15629,33,20,38,148
OpenHands,claude-4-sonnet,verified,django__django-11292,31,21,34,136
OpenHands,claude-4-sonnet,verified,django__django-10554,54,31,53,222
OpenHands,claude-4-sonnet,verified,django__django-16136,38,24,29,140
OpenHands,claude-4-sonnet,verified,django__django-11179,56,28,39,200
OpenHands,claude-4-sonnet,verified,django__django-12304,26,20,26,110
OpenHands,claude-4-sonnet,verified,sympy__sympy-13757,48,7,20,142
OpenHands,claude-4-sonnet,verified,astropy__astropy-14309,27,11,19,100
OpenHands,claude-4-sonnet,verified,psf__requests-1724,22,11,24,100
OpenHands,claude-4-sonnet,verified,sympy__sympy-21379,39,10,30,144
OpenHands,claude-4-sonnet,verified,django__django-13343,35,18,23,124
OpenHands,claude-4-sonnet,verified,matplotlib__matplotlib-24637,75,28,49,254
OpenHands,claude-4-sonnet,verified,sympy__sympy-14248,51,7,43,194
OpenHands,claude-4-sonnet,verified,sympy__sympy-15345,34,6,16,108
OpenHands,claude-4-sonnet,verified,matplotlib__matplotlib-26291,42,21,36,164
OpenHands,claude-4-sonnet,verified,django__django-12325,41,24,25,140
OpenHands,claude-4-sonnet,verified,django__django-13410,24,14,20,96
OpenHands,claude-4-sonnet,verified,django__django-15037,30,17,29,124
OpenHands,claude-4-sonnet,verified,django__django-13109,29,15,23,110
OpenHands,claude-4-sonnet,verified,matplotlib__matplotlib-24570,37,16,27,136
OpenHands,claude-4-sonnet,verified,pytest-dev__pytest-10356,54,54,30,174
OpenHands,claude-4-sonnet,verified,scikit-learn__scikit-learn-12973,33,12,21,116
OpenHands,claude-4-sonnet,verified,pylint-dev__pylint-8898,44,20,24,144
OpenHands,claude-4-sonnet,verified,pytest-dev__pytest-7432,73,58,29,210
OpenHands,claude-4-sonnet,verified,sympy__sympy-12489,53,7,55,222
OpenHands,claude-4-sonnet,verified,scikit-learn__scikit-learn-13124,29,18,21,108
OpenHands,claude-4-sonnet,verified,django__django-10880,22,9,11,74
OpenHands,claude-4-sonnet,verified,django__django-14534,36,19,20,118
OpenHands,claude-4-sonnet,verified,django__django-11603,28,13,14,90
OpenHands,claude-4-sonnet,verified,sympy__sympy-24443,25,7,14,84
OpenHands,claude-4-sonnet,verified,matplotlib__matplotlib-20488,48,31,46,198
OpenHands,claude-4-sonnet,verified,pydata__xarray-7393,41,16,30,150
OpenHands,claude-4-sonnet,verified,django__django-11555,42,23,38,168
OpenHands,claude-4-sonnet,verified,django__django-17084,43,29,38,168
OpenHands,claude-4-sonnet,verified,matplotlib__matplotlib-25332,55,23,35,186
OpenHands,claude-4-sonnet,verified,pylint-dev__pylint-6386,44,10,25,146
OpenHands,claude-4-sonnet,verified,django__django-15277,23,11,15,82
OpenHands,claude-4-sonnet,verified,django__django-16899,31,18,13,96
OpenHands,claude-4-sonnet,verified,django__django-13590,32,17,17,104
OpenHands,claude-4-sonnet,verified,sympy__sympy-13615,29,9,15,96
OpenHands,claude-4-sonnet,verified,sympy__sympy-23950,40,10,19,126
OpenHands,claude-4-sonnet,verified,sympy__sympy-11618,23,6,18,90
OpenHands,claude-4-sonnet,verified,django__django-15278,49,21,37,178
OpenHands,claude-4-sonnet,verified,django__django-15098,83,38,52,280
OpenHands,claude-4-sonnet,verified,sympy__sympy-13798,30,7,24,114
OpenHands,claude-4-sonnet,verified,sympy__sympy-14711,39,9,24,134
OpenHands,claude-4-sonnet,verified,django__django-16333,41,25,38,166
OpenHands,claude-4-sonnet,verified,sympy__sympy-19637,22,6,14,84
OpenHands,claude-4-sonnet,verified,sphinx-doc__sphinx-8595,48,31,36,174
OpenHands,claude-4-sonnet,verified,django__django-14170,23,16,18,88
OpenHands,claude-4-sonnet,verified,pytest-dev__pytest-5631,42,40,22,134
OpenHands,claude-4-sonnet,verified,django__django-15569,32,14,17,104
OpenHands,claude-4-sonnet,verified,django__django-13033,40,22,27,142
OpenHands,claude-4-sonnet,verified,sympy__sympy-24661,31,5,21,110
OpenHands,claude-4-sonnet,verified,pydata__xarray-6721,52,28,29,170
OpenHands,claude-4-sonnet,verified,django__django-13809,25,13,22,102
OpenHands,claude-4-sonnet,verified,django__django-17029,20,10,12,72
OpenHands,claude-4-sonnet,verified,django__django-13195,37,21,37,156
OpenHands,claude-4-sonnet,verified,astropy__astropy-14369,44,14,32,160
OpenHands,claude-4-sonnet,verified,sympy__sympy-15017,29,6,28,120
OpenHands,claude-4-sonnet,verified,django__django-12708,33,16,21,114
OpenHands,claude-4-sonnet,verified,django__django-16263,37,13,30,140
OpenHands,claude-4-sonnet,verified,sympy__sympy-15976,26,6,20,100
OpenHands,claude-4-sonnet,verified,scikit-learn__scikit-learn-13328,33,15,30,134
OpenHands,claude-4-sonnet,verified,astropy__astropy-7606,20,8,10,66
OpenHands,claude-4-sonnet,verified,sphinx-doc__sphinx-11445,145,37,58,414
OpenHands,claude-4-sonnet,verified,django__django-15380,31,18,22,114
OpenHands,claude-4-sonnet,verified,django__django-15554,27,16,28,118
OpenHands,claude-4-sonnet,verified,django__django-16819,66,30,60,256
OpenHands,claude-4-sonnet,verified,scikit-learn__scikit-learn-25102,62,34,61,254
OpenHands,claude-4-sonnet,verified,sympy__sympy-21847,28,5,11,88
OpenHands,claude-4-sonnet,verified,django__django-15973,39,12,41,168
OpenHands,claude-4-sonnet,verified,sphinx-doc__sphinx-7462,27,16,19,100
OpenHands,claude-4-sonnet,verified,pylint-dev__pylint-4551,33,8,22,118
OpenHands,claude-4-sonnet,verified,pytest-dev__pytest-7205,37,36,23,128
OpenHands,claude-4-sonnet,verified,django__django-16612,72,41,61,276
OpenHands,claude-4-sonnet,verified,sympy__sympy-17318,47,14,25,152
OpenHands,claude-4-sonnet,verified,django__django-11451,26,17,23,106
OpenHands,claude-4-sonnet,verified,sympy__sympy-13480,17,6,12,66
OpenHands,claude-4-sonnet,verified,sphinx-doc__sphinx-9320,31,12,18,106
OpenHands,claude-4-sonnet,verified,django__django-15741,44,22,28,150
OpenHands,claude-4-sonnet,verified,django__django-14017,33,16,32,142
OpenHands,claude-4-sonnet,verified,django__django-13344,39,33,45,176
OpenHands,claude-4-sonnet,verified,pydata__xarray-3677,22,8,26,104
OpenHands,claude-4-sonnet,verified,pylint-dev__pylint-6903,29,17,28,122
OpenHands,claude-4-sonnet,verified,django__django-16901,32,17,18,106
OpenHands,claude-4-sonnet,verified,django__django-14999,25,13,20,96
OpenHands,claude-4-sonnet,verified,sphinx-doc__sphinx-8548,45,29,27,148
OpenHands,claude-4-sonnet,verified,sphinx-doc__sphinx-7748,43,28,34,162
OpenHands,claude-4-sonnet,verified,sphinx-doc__sphinx-11510,59,24,32,188
OpenHands,claude-4-sonnet,verified,django__django-11740,39,16,23,130
OpenHands,claude-4-sonnet,verified,pydata__xarray-3095,29,16,21,108
OpenHands,claude-4-sonnet,verified,django__django-12050,24,11,17,86
OpenHands,claude-4-sonnet,verified,astropy__astropy-12907,17,7,16,74
OpenHands,claude-4-sonnet,verified,scikit-learn__scikit-learn-15100,20,8,11,70
OpenHands,claude-4-sonnet,verified,scikit-learn__scikit-learn-11310,40,20,30,148
OpenHands,claude-4-sonnet,verified,django__django-16527,67,34,37,214
OpenHands,claude-4-sonnet,verified,sphinx-doc__sphinx-10466,29,16,22,108
OpenHands,claude-4-sonnet,verified,django__django-14351,66,37,57,254
OpenHands,claude-4-sonnet,verified,django__django-16315,48,28,51,206
OpenHands,claude-4-sonnet,verified,sympy__sympy-17630,28,14,20,102
OpenHands,claude-4-sonnet,verified,django__django-15128,46,28,42,184
OpenHands,claude-4-sonnet,verified,django__django-13513,32,18,20,112
OpenHands,claude-4-sonnet,verified,sphinx-doc__sphinx-9673,34,20,25,124
OpenHands,claude-4-sonnet,verified,sympy__sympy-13974,40,9,24,136
OpenHands,claude-4-sonnet,verified,sphinx-doc__sphinx-8035,47,30,39,180
OpenHands,claude-4-sonnet,verified,pytest-dev__pytest-7521,97,87,72,348
OpenHands,claude-4-sonnet,verified,django__django-13112,47,20,34,172
OpenHands,claude-4-sonnet,verified,sympy__sympy-13372,21,5,15,78
OpenHands,claude-4-sonnet,verified,sphinx-doc__sphinx-10435,36,13,17,112
OpenHands,claude-4-sonnet,verified,django__django-15127,32,18,20,108
OpenHands,claude-4-sonnet,verified,matplotlib__matplotlib-23299,92,54,88,368
OpenHands,claude-4-sonnet,verified,pydata__xarray-6461,45,12,17,132
OpenHands,claude-4-sonnet,verified,django__django-11433,44,21,40,174
OpenHands,claude-4-sonnet,verified,sphinx-doc__sphinx-8638,66,21,49,236
OpenHands,claude-4-sonnet,verified,django__django-14122,55,31,50,216
OpenHands,claude-4-sonnet,verified,django__django-16139,34,19,31,138
OpenHands,claude-4-sonnet,verified,django__django-13821,25,12,15,88
OpenHands,claude-4-sonnet,verified,django__django-14034,19,14,15,74
OpenHands,claude-4-sonnet,verified,matplotlib__matplotlib-14623,54,18,33,182
OpenHands,claude-4-sonnet,verified,django__django-12209,51,32,54,222
OpenHands,claude-4-sonnet,verified,django__django-15863,14,7,14,62
OpenHands,claude-4-sonnet,verified,django__django-16502,45,18,25,150
OpenHands,claude-4-sonnet,verified,astropy__astropy-8872,20,4,14,76
OpenHands,claude-4-sonnet,verified,sympy__sympy-20916,44,14,24,148
OpenHands,claude-4-sonnet,verified,sympy__sympy-21930,48,6,27,156
OpenHands,claude-4-sonnet,verified,django__django-12419,22,11,17,86
OpenHands,claude-4-sonnet,verified,astropy__astropy-13398,43,20,36,164
OpenHands,claude-4-sonnet,verified,django__django-15022,34,18,23,122
OpenHands,claude-4-sonnet,verified,django__django-11400,37,18,29,138
OpenHands,claude-4-sonnet,verified,sympy__sympy-13551,30,6,14,100
OpenHands,claude-4-sonnet,verified,django__django-16560,46,19,62,226
OpenHands,claude-4-sonnet,verified,mwaskom__seaborn-3187,46,26,38,176
OpenHands,claude-4-sonnet,verified,sphinx-doc__sphinx-7910,46,26,38,176
OpenHands,claude-4-sonnet,verified,matplotlib__matplotlib-25287,48,21,41,184
OpenHands,claude-4-sonnet,verified,pylint-dev__pylint-4970,31,20,28,126
OpenHands,claude-4-sonnet,verified,astropy__astropy-13033,43,32,31,156
OpenHands,claude-4-sonnet,verified,django__django-12273,53,41,45,204
OpenHands,claude-4-sonnet,verified,pylint-dev__pylint-7080,47,24,23,146
OpenHands,claude-4-sonnet,verified,django__django-11333,29,15,22,108
OpenHands,claude-4-sonnet,verified,django__django-15268,38,19,22,128
OpenHands,claude-4-sonnet,verified,scikit-learn__scikit-learn-25747,26,16,26,114
OpenHands,claude-4-sonnet,verified,django__django-14752,20,15,20,88
OpenHands,claude-4-sonnet,verified,django__django-14580,25,16,16,90
OpenHands,claude-4-sonnet,verified,django__django-16667,21,11,14,76
OpenHands,claude-4-sonnet,verified,sympy__sympy-18199,21,8,15,84
OpenHands,claude-4-sonnet,verified,django__django-13158,40,18,26,144
OpenHands,claude-4-sonnet,verified,django__django-15382,58,31,37,196
OpenHands,claude-4-sonnet,verified,sympy__sympy-17655,34,7,23,124
OpenHands,claude-4-sonnet,verified,psf__requests-1766,18,11,12,68
OpenHands,claude-4-sonnet,verified,pylint-dev__pylint-6528,62,26,65,262
OpenHands,claude-4-sonnet,verified,django__django-15104,28,15,17,94
OpenHands,claude-4-sonnet,verified,django__django-11964,37,17,57,198
OpenHands,claude-4-sonnet,verified,django__django-14349,24,14,14,84
OpenHands,claude-4-sonnet,verified,astropy__astropy-7671,26,9,14,88
OpenHands,claude-4-sonnet,verified,django__django-16569,22,13,15,82
OpenHands,claude-4-sonnet,verified,django__django-11133,32,19,21,114
OpenHands,claude-4-sonnet,verified,matplotlib__matplotlib-21568,72,30,40,238
OpenHands,claude-4-sonnet,verified,django__django-16877,28,17,23,110
OpenHands,gpt5,verified,astropy__astropy-13977,18,2,3,46
OpenHands,gpt5,verified,sphinx-doc__sphinx-10614,10,4,10,44
OpenHands,gpt5,verified,django__django-14373,33,10,1,72
OpenHands,gpt5,verified,django__django-13807,19,5,2,44
OpenHands,gpt5,verified,django__django-16100,40,7,2,92
OpenHands,gpt5,verified,django__django-14539,17,5,10,58
OpenHands,gpt5,verified,sympy__sympy-13091,43,1,1,90
OpenHands,gpt5,verified,django__django-13012,24,8,5,60
OpenHands,gpt5,verified,matplotlib__matplotlib-24627,59,2,6,134
OpenHands,gpt5,verified,django__django-15161,26,2,21,98
OpenHands,gpt5,verified,django__django-15375,30,7,8,80
OpenHands,gpt5,verified,sympy__sympy-13878,33,1,13,96
OpenHands,gpt5,verified,pydata__xarray-4966,28,1,2,66
OpenHands,gpt5,verified,sphinx-doc__sphinx-8459,25,3,13,84
OpenHands,gpt5,verified,scikit-learn__scikit-learn-13496,16,3,4,46
OpenHands,gpt5,verified,django__django-15103,18,9,4,48
OpenHands,gpt5,verified,sphinx-doc__sphinx-8621,29,3,2,66
OpenHands,gpt5,verified,django__django-13794,32,4,4,76
OpenHands,gpt5,verified,matplotlib__matplotlib-23476,36,1,2,82
OpenHands,gpt5,verified,django__django-14725,31,7,9,84
OpenHands,gpt5,verified,astropy__astropy-14598,24,1,6,66
OpenHands,gpt5,verified,django__django-11149,22,6,1,50
OpenHands,gpt5,verified,sympy__sympy-15349,15,1,2,38
OpenHands,gpt5,verified,sphinx-doc__sphinx-9281,25,5,6,66
OpenHands,gpt5,verified,sphinx-doc__sphinx-9229,36,4,5,86
OpenHands,gpt5,verified,pydata__xarray-3151,13,3,2,34
OpenHands,gpt5,verified,django__django-14238,26,7,1,60
OpenHands,gpt5,verified,pytest-dev__pytest-7571,11,6,7,42
OpenHands,gpt5,verified,scikit-learn__scikit-learn-13135,9,3,7,38
OpenHands,gpt5,verified,django__django-15957,33,6,3,76
OpenHands,gpt5,verified,django__django-13837,14,3,6,44
OpenHands,gpt5,verified,django__django-10097,23,7,2,54
OpenHands,gpt5,verified,sympy__sympy-17139,13,1,3,38
OpenHands,gpt5,verified,django__django-15503,25,6,2,58
OpenHands,gpt5,verified,scikit-learn__scikit-learn-25232,17,3,4,46
OpenHands,gpt5,verified,django__django-13417,23,7,1,52
OpenHands,gpt5,verified,pydata__xarray-4094,17,4,6,50
OpenHands,gpt5,verified,django__django-11099,19,4,5,54
OpenHands,gpt5,verified,django__django-13089,15,4,2,40
OpenHands,gpt5,verified,django__django-11141,23,3,2,52
OpenHands,gpt5,verified,django__django-13212,37,10,21,120
OpenHands,gpt5,verified,sympy__sympy-18698,17,2,12,62
OpenHands,gpt5,verified,django__django-14155,35,2,3,80
OpenHands,gpt5,verified,sympy__sympy-24539,20,2,1,46
OpenHands,gpt5,verified,sphinx-doc__sphinx-8265,27,2,1,60
OpenHands,gpt5,verified,sphinx-doc__sphinx-9711,13,4,7,44
OpenHands,gpt5,verified,astropy__astropy-7336,8,1,4,28
OpenHands,gpt5,verified,sympy__sympy-13877,22,1,12,74
OpenHands,gpt5,verified,sympy__sympy-22080,22,1,1,50
OpenHands,gpt5,verified,matplotlib__matplotlib-24026,17,6,5,48
OpenHands,gpt5,verified,django__django-13568,32,2,1,70
OpenHands,gpt5,verified,sympy__sympy-16597,34,2,1,74
OpenHands,gpt5,verified,django__django-13315,29,7,6,76
OpenHands,gpt5,verified,django__django-15467,28,7,1,64
OpenHands,gpt5,verified,django__django-15563,43,5,7,104
OpenHands,gpt5,verified,matplotlib__matplotlib-26113,17,3,4,46
OpenHands,gpt5,verified,matplotlib__matplotlib-20676,17,4,3,44
OpenHands,gpt5,verified,django__django-15814,27,8,1,60
OpenHands,gpt5,verified,matplotlib__matplotlib-20859,12,0,2,32
OpenHands,gpt5,verified,django__django-12039,30,6,3,68
OpenHands,gpt5,verified,django__django-16485,28,5,2,64
OpenHands,gpt5,verified,django__django-13121,38,3,2,84
OpenHands,gpt5,verified,sympy__sympy-19954,14,1,1,34
OpenHands,gpt5,verified,scikit-learn__scikit-learn-14983,26,2,2,60
OpenHands,gpt5,verified,scikit-learn__scikit-learn-10844,9,2,1,24
OpenHands,gpt5,verified,matplotlib__matplotlib-25311,39,5,7,96
OpenHands,gpt5,verified,matplotlib__matplotlib-24970,11,1,4,34
OpenHands,gpt5,verified,pydata__xarray-6744,21,2,2,52
OpenHands,gpt5,verified,astropy__astropy-14182,14,1,2,38
OpenHands,gpt5,verified,scikit-learn__scikit-learn-12682,21,6,13,72
OpenHands,gpt5,verified,matplotlib__matplotlib-20826,20,2,13,70
OpenHands,gpt5,verified,sphinx-doc__sphinx-9461,34,4,1,76
OpenHands,gpt5,verified,astropy__astropy-8707,22,2,2,52
OpenHands,gpt5,verified,django__django-12663,58,4,6,134
OpenHands,gpt5,verified,django__django-11299,28,6,2,64
OpenHands,gpt5,verified,django__django-9296,14,5,3,38
OpenHands,gpt5,verified,django__django-11885,42,10,5,100
OpenHands,gpt5,verified,django__django-14672,18,8,1,44
OpenHands,gpt5,verified,scikit-learn__scikit-learn-12585,7,1,4,26
OpenHands,gpt5,verified,scikit-learn__scikit-learn-14087,18,2,2,44
OpenHands,gpt5,verified,scikit-learn__scikit-learn-14710,15,2,4,42
OpenHands,gpt5,verified,matplotlib__matplotlib-24870,31,2,2,72
OpenHands,gpt5,verified,django__django-16595,21,6,1,48
OpenHands,gpt5,verified,scikit-learn__scikit-learn-13142,9,2,6,34
OpenHands,gpt5,verified,django__django-11490,30,8,1,66
OpenHands,gpt5,verified,pydata__xarray-4695,20,1,2,50
OpenHands,gpt5,verified,sympy__sympy-24213,13,1,2,36
OpenHands,gpt5,verified,django__django-11087,30,10,4,72
OpenHands,gpt5,verified,sphinx-doc__sphinx-8269,12,4,2,32
OpenHands,gpt5,verified,sphinx-doc__sphinx-9658,40,8,2,88
OpenHands,gpt5,verified,pytest-dev__pytest-5809,7,3,3,26
OpenHands,gpt5,verified,psf__requests-5414,19,4,1,44
OpenHands,gpt5,verified,pylint-dev__pylint-7277,41,7,6,98
OpenHands,gpt5,verified,django__django-16256,41,10,11,108
OpenHands,gpt5,verified,sympy__sympy-18763,26,1,2,60
OpenHands,gpt5,verified,django__django-13279,27,8,2,60
OpenHands,gpt5,verified,django__django-16255,16,6,1,38
OpenHands,gpt5,verified,sphinx-doc__sphinx-8056,29,3,1,66
OpenHands,gpt5,verified,django__django-13406,31,7,1,68
OpenHands,gpt5,verified,django__django-14376,34,8,4,80
OpenHands,gpt5,verified,scikit-learn__scikit-learn-14141,12,2,1,30
OpenHands,gpt5,verified,sympy__sympy-21612,24,1,2,60
OpenHands,gpt5,verified,pytest-dev__pytest-6197,28,10,5,70
OpenHands,gpt5,verified,sympy__sympy-16766,37,1,3,84
OpenHands,gpt5,verified,pylint-dev__pylint-4661,23,6,7,64
OpenHands,gpt5,verified,scikit-learn__scikit-learn-14053,12,3,5,38
OpenHands,gpt5,verified,django__django-11951,23,7,1,52
OpenHands,gpt5,verified,sphinx-doc__sphinx-8593,36,3,6,88
OpenHands,gpt5,verified,matplotlib__matplotlib-23412,61,1,1,128
OpenHands,gpt5,verified,sphinx-doc__sphinx-8721,15,6,1,36
OpenHands,gpt5,verified,django__django-14007,60,9,3,130
OpenHands,gpt5,verified,pylint-dev__pylint-4604,51,5,7,118
OpenHands,gpt5,verified,psf__requests-2931,17,1,6,54
OpenHands,gpt5,verified,django__django-14787,16,5,1,40
OpenHands,gpt5,verified,django__django-10999,14,5,1,34
OpenHands,gpt5,verified,scikit-learn__scikit-learn-26194,19,4,3,46
OpenHands,gpt5,verified,pydata__xarray-6599,22,3,9,64
OpenHands,gpt5,verified,sympy__sympy-20154,28,7,7,74
OpenHands,gpt5,verified,matplotlib__matplotlib-25479,31,1,2,70
OpenHands,gpt5,verified,django__django-11066,14,5,2,38
OpenHands,gpt5,verified,django__django-15732,18,5,2,46
OpenHands,gpt5,verified,django__django-13401,53,13,11,132
OpenHands,gpt5,verified,pydata__xarray-4629,12,6,2,32
OpenHands,gpt5,verified,django__django-11276,35,11,6,84
OpenHands,gpt5,verified,django__django-13512,15,8,12,58
OpenHands,gpt5,verified,django__django-11749,40,7,2,88
OpenHands,gpt5,verified,scikit-learn__scikit-learn-10297,8,2,3,24
OpenHands,gpt5,verified,pytest-dev__pytest-5262,30,10,4,72
OpenHands,gpt5,verified,sympy__sympy-19495,22,5,3,56
OpenHands,gpt5,verified,sympy__sympy-22914,25,2,7,68
OpenHands,gpt5,verified,django__django-13786,22,8,1,50
